Posting ID	Sponsor	Study Title	Medicine or Vaccine (generic name)	Sponsor Identification Number	Medical Condition	Phase	Link to Sponsor Study Registry	Link to study details on ClinicalTrials.gov (if available)	Link to study details on EudraCT (if available)	Analysis-ready dataset	Annotated case report form	Clinical study report	Dataset specifications	Protocol with any amendments	Raw dataset	Reporting and analysis plan	Additional Information about the data and documents available for this study	Date Added to this Site
3541	GSK	An adaptive PET study in healthy volunteers using [11C]GSK931145 to establish the relationship of Glycine Transporter 1 occupancy by GSK1018921 to plasma concentrations over time.	GSK1018921; GSK931145	GT1109731	Schizophrenia	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=109731	http://clinicaltrials.gov/show/NCT00945503	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-007163-24	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3542	GSK	A Phase I Open-Label, Dose-Escalation Study of the Phosphoinositide 3-Kinase Inhibitor GSK1059615 in Patients with Solid Tumors or Lymphoma	GSK1059615	PIK111051	Solid Tumours	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=PIK111051	http://clinicaltrials.gov/show/NCT00695448		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3543	GSK	A single-blind, randomised, placebo-controlled study to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of single doses of intravenously infused GSK1070806 in healthy and obese subjects.	GSK1070806	A18110040	Inflammatory Bowel Diseases	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=110040	http://clinicaltrials.gov/show/NCT01035645	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-013102-13	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Aug-2015
3544	GSK	A study in healthy volunteers of single doses of orally administered GSK1292263 to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of the compound alone and when co-administered with sitagliptin	GSK1292263	GPR111596	Dyslipidaemias	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111596	http://clinicaltrials.gov/show/NCT00783549		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3545	GSK	A study in type 2 diabetic subjects of single and multiple doses of orally administered GSK1292263 to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of the compound	GSK1292263	GPR111598	Diabetes Mellitus, Type 2	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=111598	http://clinicaltrials.gov/show/NCT01119846		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3546	GSK	A study in type 2 diabetic subjects on stable metformin therapy to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of co-administering single and multiple oral doses of GSK1292263	GSK1292263	GPR113132	Diabetes Mellitus, Type 2	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=113132	http://clinicaltrials.gov/show/NCT01128621		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3547	GSK	A study to investigate the interaction of GSK1292263 with rosuvastatin and simvastatin in healthy subjects	GSK1292263	GPR113506	Diabetes Mellitus, Type 2	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=113506	http://clinicaltrials.gov/show/NCT01101568		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3548	GSK	A Double-Blind, Parallel, Randomized, Placebo-Controlled, Single Dose Escalation First Time in Human Study to Investigate the Safety, Tolerability and Pharmacokinetics of Investigational Study Drug in Healthy Subjects	GSK1322322	PDF111341	Infections, Bacterial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111341	http://clinicaltrials.gov/show/NCT00828867		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3549	GSK	A Two Part Single Dose, Randomized, Balanced, Crossover Study to Assess the Relative Bioavailability of Three Formulations, Drug Interaction and Food Effect on an GSK1322322 in Healthy Subjects	GSK1322322	PDF112034	Infections, Bacterial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=112034	http://clinicaltrials.gov/show/NCT00924911		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3550	GSK	A Double-Blind, Parallel, Randomized, Placebo-Controlled, Repeat Dose Escalation Study to Investigate the Safety, Tolerability and Pharmacokinetics of GSK1322322 in Healthy Subjects	GSK1322322	PDF112668	Infections, Bacterial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=112668	http://clinicaltrials.gov/show/NCT00896558		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3551	GSK	A Randomized, Double-Blind, Placebo-Controlled Repeat Dose Escalation, First Time in Human Study to Investigate the Safety, Tolerability and Pharmacokinetics of Oral and Intravenous GSK1322322 in Healthy Subjects	GSK1322322	PDF113376	Infections, Bacterial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=113376	http://clinicaltrials.gov/show/NCT01610388		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3552	GSK	An Open Label, Non-Randomized, Single dose, Two Period, Cross-Over, Mass Balance Study to Investigate the Recovery, Excretion, and Pharmacokinetics of 14C -GSK1322322 Administered as a Single Intravenous and Single Oral Dose to Healthy Adult Male Subjects	GSK1322322	PDF112167	Infections, Bacterial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=112167	http://clinicaltrials.gov/show/NCT01663389		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3553	GSK	A Randomized, Double Blind, Double Dummy Multicenter Phase IIa Study to Assess Safety, Tolerability and Efficacy of GSK1322322 Versus Linezolid in the Treatment of Acute Bacterial Skin and Skin Structure Infection	GSK1322322	PDF113414	Skin Infections, Bacterial	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=113414	http://clinicaltrials.gov/show/NCT01209078		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3554	GSK	A Single Dose, Open Label, Randomized, Balanced, Crossover Study to Assess the Relative Bioavailability of ThreeFormulations and Food Effect on GSK1322322 in Healthy Subjects	GSK1322322	PDF116595	Infections, Bacterial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116595	http://clinicaltrials.gov/show/NCT01648179		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3555	GSK	A Randomized, Placebo Controlled Dose Escalation Study to Evaluate Safety, Tolerability, and Pharmacokinetics of Single Oral Doses of GSK1322888 in Healthy Caucasian and Japanese Asian Adult Subjects	GSK1322888	MTL114422	Gastroparesis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114422	http://clinicaltrials.gov/show/NCT01294566		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3556	GSK	An open label positron emission tomography study in healthy male subjects to investigate brain DAT and SERT occupancy, pharmacokinetics and safety of single oral doses ofGSK1360707, using 11C- PE2I and 11C-DASB as PET ligands	GSK1360707	SNV112773	Depressive Disorder	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=112773	http://clinicaltrials.gov/show/NCT01153802	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-007327-79	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3557	GSK	A First-Time-in-Human Randomised, Single Blind Placebo-Controlled Study to Evaluate the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics, of Single Escalating Doses of GSK1482160, in Male and Female Healthy Subjects, and to make a preliminary assessment of the effect of food.	GSK1482160	X71111383	Pain, Inflammatory	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111383	http://clinicaltrials.gov/show/NCT00849134	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-000776-24	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3558	GSK	A First-Time-In-Human, Three-Part, Placebo-Controlled, Dose Escalation Study to Assess the Safety, Tolerability, Pharmacokinetics and Pharmacodynamics of GSK1521498 in Healthy Subjects	GSK1521498	ORA111314	Obesity	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111314	http://clinicaltrials.gov/show/NCT00857883	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-003790-40	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3559	GSK	An open-label, non-randomized [11C]carfentanil PET study in healthy male subjects to investigate brain mu-opioid receptor occupancy, pharmacokinetics, and pharmacodynamics of single oral doses of GSK1521498 and naltrexone.	GSK1521498	ORA111848	Obesity	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111848	http://clinicaltrials.gov/show/NCT00976066	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-010358-37	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3560	GSK	A randomised, double-blind, placebo-controlled study to investigate the safety, tolerability, pharmacokinetics and pharmacodynamic effects of 10 days of repeat dosing of GSK1521498 in overweight or obese but otherwise healthy subjects.	GSK1521498	ORA111849	Obesity	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111849	http://clinicaltrials.gov/show/NCT00976105	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-010552-97	Y	N	Y	Y	Y	Y	Y	An annotated and blank case report form are not available for this study as the electronic data capture system used for this study did not generate paper versions.	1-Aug-2015
3561	GSK	A 35-Day, Multi-Centre, Randomised, Parallel-Group, Double-Blind, Placebo-Controlled Proof of Concept Study to Investigate the Effects of GSK1521498 on Body Weight and Composition, Eating Behaviour and Related Brain Function, in Obese Subjects with Over-Eating Behaviours.	GSK1521498	ORA111850	Obesity	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=111850	http://clinicaltrials.gov/show/NCT01195792	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-016663-11	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3562	GSK	A Randomised, Double-Blind, Single-Dose, Four-Period Cross-Over Study to Determine the Effects of Alcohol on the Pharmacokinetics and Pharmacodynamics of GSK1521498 in Healthy Subjects	GSK1521498	OAA115256	Alcoholism	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115256	http://clinicaltrials.gov/show/NCT01366573		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3563	GSK	A Randomised, Double-Blind, Parallel-Group, Placebo-Controlled Study Evaluating the Efficacy and Safety of GSK163090 in Subjects with Major Depressive Disorder	GSK163090	HTP109035	Depressive Disorder, Major	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=109035	http://clinicaltrials.gov/show/NCT00896363		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3564	GSK	A single-centre, randomized, double blind, placebo-controlled, double-dummy, dose escalating cross-over study to examine the safety, tolerability, systemic pharmacokinetic profile and pharmacodynamics of single inhaled doses of a new chemical entity and salmeterol (50 µg via DPI) in COPD patients.	GSK202405	ACH101824	Pulmonary Disease, Chronic Obstructive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=101824		https://www.clinicaltrialsregister.eu/ctr-search/search?query=2004-000386-35	N	Y	N	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. A clinical study report is not available for this study because only a draft version was located; no final version found in archives. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3565	GSK	A Phase I Randomized, Placebo-Controlled, Single-Blind, Multiple-Dose, Dose-Escalation Clinical Study to Assess the Safety and Pharmacokinetics of SRT2379 in Normal Healthy Male Volunteers	GSK2245841	SIR114011	Diabetes Mellitus, Type 2	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114011	http://clinicaltrials.gov/show/NCT01018628		N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study.	1-Aug-2015
3566	GSK	A Phase I Study to Evaluate a Single Oral Dose of SRT2379 on the Endotoxin Induced Inflammatory Response in Healthy Male Subjects	GSK2245841	SIR115083	Sepsis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115083	http://clinicaltrials.gov/show/NCT01262911		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3567	GSK	A Double blind, Placebo controlled, Phase I Dose-ranging Study to Evaluate the Activity of SRT2379 on Endotoxin induced Inflammatory Response in Healthy Male Subjects	GSK2245841	SIR115830	Sepsis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115830	http://clinicaltrials.gov/show/NCT01416376		Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Aug-2015
3568	GSK	A two part study to investigate the safety and tolerability, pharmacokinetics and pharmacodynamics of GSK2339345 in healthy subjects. Part A: an open label, dose escalating, rinse, gargle and spit study. Part B: a randomised, double-blind, placebo controlled, inhaled dose escalating study using nebulised lidocaine for blinding purposes.	GSK2339345	PNV115419	Cough	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115419	http://clinicaltrials.gov/show/NCT01494636	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-002582-38	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3569	GSK	A randomised, double-blind, placebo controlled, inhaled single escalating and repeat dose study using an aqueous droplet inhaler to investigate the safety, tolerability and pharmacokinetics of GSK2339345.	GSK2339345	PNV115658	Cough	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115658	http://clinicaltrials.gov/show/NCT01587716	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2012-000127-40	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3570	GSK	A single-blinded, randomized, placebo-controlled, staggered-parallel, escalating dose study to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of GSK2374697 in healthy volunteers	GSK2374697	EXE114403	Diabetes Mellitus, Type 2	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114403	http://clinicaltrials.gov/show/NCT01545570		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3571	GSK	A randomised, double-blind, placebo-controlled study to evaluate the efficacy and safety of the H3 receptor antagonist, GSK239512 in subjects with mild to moderate Alzheimer’s disease.	GSK239512	H3B110651	Alzheimer's Disease	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=110651	http://clinicaltrials.gov/show/NCT01009255	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-012614-48	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3572	GSK	A single blind, placebo-controlled, randomised study in mild to moderate Alzheimer’s disease patients to assess the safety, tolerability, pharmacokinetics and pharmacodynamics of GSK239512, a selective histamine H3 receptor antagonist	GSK239512	H3B109689	Alzheimer's Disease	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=H3B109689	http://clinicaltrials.gov/show/NCT00675090	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-004117-33	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3573	GSK	A randomised double-blind, placebo controlled, parallel group study to evaluate the cognitive enhancing effect of GSK239512 in stable patients with schizophrenia	GSK239512	H3B113147	Schizophrenia	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=113147	http://clinicaltrials.gov/show/NCT01009060		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3574	GSK	An exploratory First Time in Human (FTIH) study investigating the pharmacokinetics (PK), immunogenicity, safety and tolerability of GSK2434735 administered as a single low dose in healthy male subjects	GSK2434735	RES114594	Asthma	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114594	http://clinicaltrials.gov/show/NCT01563042	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-004541-41	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3575	GSK	A Randomized, Double Blind, Dose Escalation, Fusion, First Time in Human Study to Assess the Safety, Tolerability, Pharmacokinetics, and Antiviral Activity of Single and Repeat Doses of GSK2485852 in Chronically Infected Hepatitis C Subjects	GSK2485852	HBI115040	Hepatitis C	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115040	http://clinicaltrials.gov/show/NCT01332552		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3576	GSK	A Single-Blind Study of the Safety, Pharmacokinetics and Pharmacodynamics of Escalating Repeat Doses of GSK249320 in Patients With Stroke	refanezumab	MAG111539	Ischaemic Attack, Transient	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=111539	http://clinicaltrials.gov/show/NCT00833989	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-005041-33	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3577	GSK	A single-blind, single dose, placebo controlled, parallel group, first time in human study to assess the safety, tolerability, pharmacokinetics and immunogenicity of ascending IV doses of GSK249320 in healthy volunteers	refanezumab	MAG103114	Cerebrovascular Accident	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=MAG103114	http://clinicaltrials.gov/show/NCT00622609	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2005-003892-19	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Aug-2015
3578	GSK	A randomized, single blind, placebo-controlled, three period crossover, dose selection study to evaluate the effect of GSK256073, an HM74A receptor agonist, on glucose and NEFA 24 hour profile in type 2 diabetic patients.	GSK256073	HMD114187	Diabetes Mellitus, Type 2	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=114187	http://clinicaltrials.gov/show/NCT01147861		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3579	GSK	A single-center, randomized, blinded, placebo-controlled two-part study to evaluate the safety, tolerability, pharmacokinetics, and pharmacodynamics of the Selective Androgen Receptor Modulator (SARM), GSK2849466, in single and repeat doses, with and without food, in healthy male subjects	GSK2849466	ARM116715	Cachexia	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=116715	http://clinicaltrials.gov/show/NCT01696604		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3580	GSK	A randomized, double-blind, placebo-controlled, Bayesian adaptive dose finding study to investigate the safety, tolerability, pharmacokinetics and pharmacodynamics of single and repeat intravenous infusions GSK315234A in patients with active rheumatoid arthritis (RA)	GSK315234	OSM104972	Arthritis, Rheumatoid	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=104972	http://clinicaltrials.gov/show/NCT00674635	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-000923-32	Y	Y	Y	Y	Y	N	Y	A raw dataset is not available for this study.	1-Aug-2015
3581	GSK	A Phase I Study to Determine the Safety, Pharmacokinetics, and Pharmacodynamics of [GSK461364], a Polo-like Kinase 1 (PLK1) Inhibitor, in Adult Subjects with Advanced Solid Tumor or Non-Hodgkins Lymphoma	GSK461364	PLK107427	Lymphoma, Non-Hodgkin	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=PLK107427	http://clinicaltrials.gov/show/NCT00536835	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-005706-31	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3582	GSK	A single-blind, randomized, placebo controlled, two-period crossover fMRI study to investigate the effects of the D3 antagonist GSK598809 on neural and behavioural responses to food reward and reinforcement after a single oral dose of GSK598809 in overweight and obese subjects.	GSK598809	DAN109710	Substance Dependence	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=109710	http://clinicaltrials.gov/show/NCT01039454	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-004918-26	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Aug-2015
3583	GSK	A randomized, double-bind, placebo controlled, two-way cross-over study to assess the effects of a single dose of GSK598809, a Selective DRD3 Antagonist, in Modulating Nicotine Reward	GSK598809	DAN106593	Substance Dependence	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=DAN106593	http://clinicaltrials.gov/show/NCT00605241		Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3584	GSK	A placebo-controlled, single blind, randomized two part study toinvestigate the tolerability, pharmacokinetics, and brainDopamine D3 receptor occupancy of increasing repeat doses ofGSK618334 for up to 21 days in healthy volunteers.	GSK618334	DBU108414	Substance Dependence	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=108414	http://clinicaltrials.gov/show/NCT01036061	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2009-013918-27	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Aug-2015
3585	GSK	An open label positron emission tomography study in healthy male subjects to investigate brain Dopamine D3 receptor occupancy, pharmacokinetics and safety of single oral doses of GSK618334, using 11C-PHNO as PET ligand.	GSK618334	DBU110269	Substance Dependence	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=110269	http://clinicaltrials.gov/show/NCT00814957	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-001005-42	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3586	GSK	A Multi-Centre, Randomized, Double-Blind, Placebo-Controlled, Repeat-Dose study to evaluate the Efficacy and Safety of Intravenous GSK679586 in Patients with Severe Asthma	GSK679586	I13106870	Asthma	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=106870	http://clinicaltrials.gov/show/NCT00843193	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-004149-27	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3587	GSK	"A randomized double-blind, placebo-controlled, crossover, dose escalation study to examine the safety, tolerability, pharmacodynamics and pharmacokinetics of single inhaled doses of GSK704838 and tiotropium bromide"	GSK704838	AC6108697	Pulmonary Disease, Chronic Obstructive	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=AC6108697	http://clinicaltrials.gov/show/NCT00539825	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-003202-10	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3588	GSK	A randomised, double-blind, placebo-controlled, 4-period incomplete block crossover study of single oral dose GSK835726 (100mg, 50mg, 10mg), Cetirizine (10mg) and placebo to evaluate the efficacy and safety using an Environmental challenge chamber in male subjects with seasonal allergic rhinitis	GSK835726	HH3110163	Rhinitis, Allergic, Seasonal	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=110163	http://clinicaltrials.gov/show/NCT00851344	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-004092-22	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3589	GSK	See Detailed Description	GSK835726	HH3110161	Rhinitis, Allergic, Seasonal	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=HH3110161	http://clinicaltrials.gov/show/NCT00605852	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2007-004961-16	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3590	GSK	A double blind, parallel group, placebo controlled study to evaluate the effect of a single oral dose of GSK958108 on ejaculatory latency time (ELT) in male patient suffering from premature ejaculation	GSK958108	SPE111155	Premature Ejaculation	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=111155	http://clinicaltrials.gov/show/NCT00861484	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2008-005319-16	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3591	GSK	A randomised, double-blind, double-dummy, placebo controlled, three-way cross-over study to investigate the effect of single oral doses of 100 mg GW273225 (4030W92) and 325 mg LAMICTAL on resting motor threshold in healthy subjects	GW273225; lamotrigine	NAP107434	Bipolar Disorder	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=107434		https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-002641-36	Y	Y	Y	Y	Y	Y	Y	A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3592	GSK	A randomised, double-blind, placebo-controlled, parallel group study to investigate the safety, tolerability, pharmacokinetics and effect on synovial thickness and vascularity of 28 days repeat dosing of GW274150 or 7.5mg prednisolone in RA subjects.	GW274150	RA4104917	Arthritis, Rheumatoid	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=RA4104917	http://clinicaltrials.gov/show/NCT00379990	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2005-001977-82	Y	N	Y	Y	Y	Y	Y	An annotated case report form is not available for this study. A blank case report form will be provided.	1-Aug-2015
3593	GSK	A randomised, double-blind, double dummy, placebo-controlled, three-way, balanced incomplete block, crossover study in patients with allergic rhinitis to compare the effect versus placebo of 7 days treatment with a new chemical entity (NCE) and 7 days treatment with intranasal fluticasone propionate 200 μg BID upon nasal clinical response after intranasal allergen challenge.	GW328267	AA210012	Rhinitis, Allergic, Perennial	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=AA210012			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3594	GSK	A single-centre, escalating dose study to assess the safety, tolerability, pharmacokinetics and pharmacodynamics of a slow intravenous infusion of GW328267X in healthy volunteers	GW328267	A2L115387	Lung Injury, Acute	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=115387	http://clinicaltrials.gov/show/NCT01640990	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2011-001896-37	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3595	GSK	A randomised, double-blind, placebo-controlled, cross-over study to investigate the effects of pre-treatment with repeat inhaled doses of a new chemical entity on the allergen-induced late phase asthmatic response in mild asthmatic subjects.	GW328267	AA210005	Asthma	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=AA210005			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3596	GSK	A randomised, double-blind, placebo-controlled, crossover study to investigate the effects of pre-treatment with inhaled repeat doses of a new chemical entity (NCE) on the allergen induced late phase asthmatic response in mild asthmatic subjects.	GW328267	AA210013	Asthma	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=AA210013			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3597	GSK	A randomised, double-blind, placebo-controlled, 3-way cross-over study to investigate the effects of pre-treatment with single inhaled doses of an NCE and fluticasone propionate on the allergen induced late phase asthmatic response in mild asthmatic subjects.	GW559090	A4A10003	Asthma	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=A4A10003			N	Y	Y	Y	Y	Y	N	An analysis-ready dataset and a reporting and analysis plan are not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3598	GSK	An 8-day, randomised, placebo-controlled, three-way crossover trial of repeat doses of a new chemical entity (NCE), fluticasone propionate and placebo administered intranasally, blinded for fluticasone propionate versus placebo, in an environmental exposition unit, the Vienna Challenge Chamber (VCC) in subjects with seasonal allergic rhinitis (SAR)	GW559090	A4A10008	Rhinitis	Phase 1	https://www.gsk-studyregister.com/en/trial-details/?id=A4A10008			N	Y	Y	Y	Y	Y	Y	An analysis-ready dataset is not available for this study. A link to ClinicalTrials.gov and an NCTID number are not available for this study because the study is not in scope of regulatory requirements to register studies.	1-Aug-2015
3599	GSK	A randomised,double-blind, parallel group, placebo-controlled, multicentre study to evaluate the safety, tolerability and efficacy of oral GW677954 capsules 2.5mg, 5mg, 10mg and 20mg a day for 24 weeks in overweight dyslipidaemic subjects	GW677954	ADG103440	Metabolic Syndrome X	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=ADG103440	http://clinicaltrials.gov/show/NCT00264667	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2005-001558-26	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
3600	GSK	See Detailed Description	GW677954	ADG20001	Diabetes Mellitus, Type 2	Phase 2	https://www.gsk-studyregister.com/en/trial-details/?id=ADG20001	http://clinicaltrials.gov/show/NCT00196989	https://www.clinicaltrialsregister.eu/ctr-search/search?query=2006-001275-38	Y	Y	Y	Y	Y	Y	Y		1-Aug-2015
